实例ID,内部回复数,内部转发数,内部点赞数,内部互动总数,跨实例主动回复数,跨实例主动转发数,跨实例主动点赞数,跨实例主动互动总数,跨实例被动回复数,跨实例被动转发数,跨实例被动点赞数,跨实例被动互动总数,跨实例总互动数
infosec.place,2,0,0,2,2,57,40,99,0,7,16,23,122
www2.kt2003.info,2,0,0,2,0,0,13,13,0,0,0,0,13
s.firecat53.net,0,0,0,0,1,0,4,5,0,0,0,0,5
openedtech.social,0,0,0,0,0,1,3,4,0,5,11,16,20
tdd.social,0,0,0,0,0,2,1,3,2,0,1,3,6
don2.inux39.me,0,0,0,0,0,2,0,2,0,0,0,0,2
friendica.a-zwenkau.de,0,0,0,0,0,1,16,17,0,0,6,6,23
guelph.social,0,0,0,0,0,2,16,18,1,86,69,156,174
empty.cafe,0,0,0,0,0,1,17,18,0,0,0,0,18
nora.social,0,0,0,0,0,0,4,4,0,0,0,0,4
graphics.social,0,0,0,0,0,54,228,282,0,16,27,43,325
firefish.lol,0,0,0,0,0,0,1,1,0,0,0,0,1
m.danq.me,0,0,0,0,0,0,9,9,0,0,2,2,11
nsfwphotography.social,0,0,0,0,0,7,19,26,0,0,0,0,26
e5n.cc,0,0,0,0,0,0,0,0,0,0,1,1,1
social.nikos410.de,0,0,0,0,0,0,1,1,0,0,0,0,1
social.dytrych.cloud,0,0,7,7,0,25,69,94,0,1,10,11,105
neckarwie.se,1,0,0,1,0,6,8,14,0,0,1,1,15
splat00n.ink,0,0,0,0,0,4,3,7,0,0,0,0,7
toot.hoyle.me.uk,0,0,0,0,0,8,8,16,0,0,2,2,18
mastodon.cyberhub.sbs,0,0,0,0,0,2,0,2,0,0,0,0,2
shork.comfysnug.space,0,0,0,0,0,1,0,1,0,0,0,0,1
mskey.nekomimi.party,0,0,0,0,0,0,28,28,0,0,0,0,28
gladtech.social,0,1,0,1,0,26,133,159,0,3,3,6,165
ublog.fedi.bbrks.me,0,0,0,0,0,0,1,1,0,0,0,0,1
posts.leftarchive.ie,0,0,0,0,0,1,0,1,0,0,0,0,1
hub.utsukta.org,0,0,0,0,0,3,3,6,0,0,0,0,6
mastodon.constant.social,0,0,0,0,0,0,2,2,0,1,2,3,5
microblog.at,0,0,0,0,0,0,4,4,0,3,5,8,12
tbs.social,0,0,0,0,0,0,0,0,0,3,0,3,3
mastodon.bobbyl140.com,0,0,0,0,0,2,36,38,0,0,0,0,38
social.firescry.com,0,0,0,0,0,5,67,72,0,0,0,0,72
lavraievie.social,0,0,0,0,0,36,38,74,0,0,0,0,74
social.alexwlchan.net,0,0,0,0,0,0,8,8,0,1,1,2,10
fedi.furfag.biz,9,0,0,9,18,24,53,95,13,8,68,89,184
social.exclaimindustries.net,0,0,0,0,0,0,1,1,0,2,1,3,4
abpe.org,0,0,0,0,0,22,0,22,0,0,1,1,23
mastodon.ellouisdocker.synology.me,0,0,0,0,0,44,3,47,0,5,11,16,63
wrestle.town,0,0,0,0,0,6,11,17,0,0,1,1,18
cyberpigeon.club,0,0,0,0,0,1,1,2,0,0,0,0,2
arielfinn.social,8,0,0,8,0,1,3,4,0,8,38,46,50
fedispace.de,0,0,0,0,0,0,90,90,0,8,34,42,132
aberrantwinds.bond,1,1,1,3,0,6,21,27,0,0,0,0,27
mastodon.m1234.de,0,0,0,0,0,29,10,39,0,1,2,3,42
go.rocha.social,0,0,0,0,0,3,3,6,0,0,0,0,6
mastodon.white-void.net,2,0,1,3,0,0,1,1,0,489,0,489,490
fedi.space,0,0,0,0,0,1,2,3,0,0,0,0,3
social.0xgingi.com,0,0,0,0,0,0,1,1,0,0,0,0,1
sns.neonka.info,0,0,0,0,0,0,2,2,0,0,0,0,2
jellyfish.quest,0,0,0,0,0,4,8,12,0,0,0,0,12
rah.social,0,0,0,0,0,7,13,20,0,3,2,5,25
maidsin.space,0,0,0,0,1,3,8,12,0,0,2,2,14
tooter.hellcat.net,0,0,0,0,0,0,1,1,0,0,0,0,1
soc42.com,0,0,0,0,0,2,1,3,0,0,0,0,3
eat.fruits.social,0,0,0,0,0,8,8,16,0,1,1,2,18
mastodon.progaccess.net,1,0,0,1,0,0,0,0,0,0,0,0,0
fediverse.xavin.net,0,0,0,0,0,4,8,12,0,0,0,0,12
misskey.haun.jp,1,0,0,1,0,0,0,0,0,0,0,0,0
fuerth.social,0,0,0,0,0,29,85,114,0,1,24,25,139
mountains.social,2,1,17,20,0,101,951,1052,0,1,28,29,1081
mastodon.scientiam.org,0,0,0,0,0,0,0,0,0,0,1,1,1
social.slat.org,0,0,0,0,0,10,6,16,0,0,2,2,18
sackheads.social,0,0,0,0,0,0,2,2,0,2,0,2,4
sharkey.kitredgrave.net,0,0,0,0,0,1,4,5,0,0,0,0,5
fsebugoutzone.org,0,0,0,0,0,54,188,242,74,0,0,74,316
social.mrjeda.de,0,0,0,0,0,1,1,2,0,0,0,0,2
icanteventoot.help,0,0,0,0,0,0,1,1,0,0,0,0,1
social.montceleste.fr,0,0,0,0,0,2,1,3,0,0,0,0,3
social.tsueri.cloud,0,0,0,0,0,0,5,5,0,0,0,0,5
thames.blisses.org,0,0,0,0,0,2,6,8,0,0,0,0,8
witches.social,0,0,0,0,0,3,2,5,0,0,0,0,5
hai.z0ne.social,0,0,0,0,0,22,1,23,4,0,0,4,27
fedi.thechangebook.org,0,0,0,0,0,6,12,18,0,0,0,0,18
pxlmo.com,0,0,0,0,0,6,613,619,1,0,0,1,620
mstdn.rinsuki.net,0,0,0,0,0,5,2,7,0,4,4,8,15
pieville.net,0,0,0,0,0,5,16,21,5,0,0,5,26
astronomy.social,0,0,0,0,0,1,277,278,0,6,91,97,375
the.caffeination.space,0,0,0,0,0,0,2,2,0,0,0,0,2
social.advancedsoftware.engineering,1,0,0,1,0,1,7,8,0,1,5,6,14
toot.mattedwards.org,0,0,0,0,0,2,19,21,0,0,0,0,21
giraffe.eepy.cloud,0,0,0,0,0,4,1,5,0,0,0,0,5
trinsec.org,0,0,0,0,0,1,17,18,0,0,0,0,18
oceanplayground.social,0,0,0,0,0,9,3,12,7,0,0,7,19
fedi.charlie2alpha.org,0,0,0,0,0,4,2,6,0,0,0,0,6
oye.social,0,0,0,0,0,4,3,7,0,0,0,0,7
mastodon.montagne.uk,0,0,0,0,0,3,2,5,0,0,0,0,5
mastodon.cocoasamurai.social,0,0,0,0,0,0,1,1,0,1,0,1,2
enoent.org,0,0,0,0,0,0,3,3,0,0,0,0,3
mastodon.mail.at,0,0,0,0,0,0,1,1,0,0,0,0,1
shout.3xd.eu,0,0,1,1,0,1,8,9,0,0,0,0,9
ue.oiaa.aaio.eu,0,0,0,0,0,0,0,0,0,0,1,1,1
edafe.social,0,0,0,0,0,3,5,8,0,0,0,0,8
mastodaix.de,0,0,0,0,0,12,0,12,0,0,0,0,12
onsbos.hopto.org,0,0,0,0,0,11,2,13,0,0,0,0,13
social.xm1.de,0,0,0,0,0,1,0,1,0,0,0,0,1
akko.erincandescent.net,0,0,0,0,1,0,3,4,0,8,32,40,44
social.scribblers.club,2,0,0,2,0,55,95,150,0,1,17,18,168
microwords.goodevilgenius.org,0,0,0,0,0,2,0,2,0,0,0,0,2
ad-astra.moe,0,0,0,0,0,0,15,15,0,0,2,2,17
social.ciaranmc.com,0,0,0,0,0,0,3,3,0,1,0,1,4
tentacle.social,0,0,0,0,0,0,0,0,0,1,1,2,2
eduresearch.social,0,0,0,0,0,10,7,17,0,0,0,0,17
craftgoblin.club,0,1,0,1,0,23,61,84,0,5,8,13,97
1040ste.net,0,0,0,0,0,37,26,63,0,0,0,0,63
yetanother.place,1,0,0,1,0,3,3,6,0,0,0,0,6
gayfr.social,0,3,50,53,0,215,768,983,0,6,43,49,1032
tulipgardenshow.masto.host,0,0,0,0,0,4,0,4,0,4,1,5,9
pixelfed.raoull.org,0,0,0,0,0,0,1,1,0,0,0,0,1
creators.social,0,0,0,0,0,2,5,7,0,2,1,3,10
social.tbqdrn.de,0,0,0,0,0,0,29,29,0,0,0,0,29
rustedneuron.com,0,0,0,0,0,19,36,55,0,0,2,2,57
social.kechpaja.com,1,0,0,1,0,8,58,66,0,1,2,3,69
squawk.social,0,0,8,8,0,50,247,297,0,2,21,23,320
social.no-input.xyz,0,0,0,0,0,1,7,8,0,0,0,0,8
social.amsterdam.nl,0,0,0,0,0,0,0,0,0,3,4,7,7
toot.thoughtworks.com,0,0,0,0,0,6,2,8,0,4,10,14,22
zoner.work,0,0,0,0,0,12,102,114,3,0,0,3,117
mk.gabe.rocks,0,0,0,0,0,1,11,12,1,0,0,1,13
don.nzws.me,0,0,0,0,0,1,1,2,0,0,0,0,2
kotaro.me,0,0,0,0,0,37,12,49,0,0,0,0,49
kurage.cc,0,1,2,3,0,0,0,0,0,0,0,0,0
md.jeoqm-77.top,0,0,0,0,0,0,0,0,0,0,1,1,1
hub.farthinghalearms.com,0,0,0,0,0,0,3,3,0,0,0,0,3
quarteredcircle.net,0,0,0,0,0,0,0,0,0,2,6,8,8
mstdn.jp,0,0,0,0,0,1982,7577,9559,1,0,0,1,9560
eay.social,0,0,0,0,0,3,30,33,0,0,0,0,33
glegle.party,0,0,0,0,0,0,0,0,0,1,1,2,2
anothersuper.social,0,0,0,0,0,0,2,2,0,0,0,0,2
tu.social,0,0,0,0,0,5,3,8,0,0,0,0,8
nixnet.social,0,0,0,0,0,4,14,18,0,0,0,0,18
mastodon.jing.lgbt,0,0,0,0,0,0,108,108,0,0,4,4,112
social.heinlein-support.de,0,0,0,0,0,0,0,0,0,7,5,12,12
henshaw.social,0,0,0,0,0,3,4,7,0,4,8,12,19
toot.treffenstaedt.de,0,0,0,0,0,5,2,7,0,0,0,0,7
pinksheep.org,0,0,0,0,1,32,159,192,0,0,3,3,195
mastodon.eus,0,0,0,0,0,450,544,994,0,0,0,0,994
kokoro.shugetsu.space,0,0,0,0,0,0,0,0,0,0,3,3,3
det.social,0,0,0,0,0,2456,4762,7218,1,0,0,1,7219
spezi.social,0,0,0,0,0,3,49,52,0,0,2,2,54
mastodon.schub.social,0,0,0,0,0,0,1,1,0,0,0,0,1
pan.rent,0,0,0,0,1,22,142,165,0,1,2,3,168
social.e-editiones.org,0,2,3,5,0,0,0,0,0,11,4,15,15
cailincat.cloud,0,0,0,0,0,0,4,4,0,0,0,0,4
yeg.bike,0,2,1,3,0,184,216,400,14,5,1,20,420
mastodon.sk,0,0,0,0,0,0,3,3,0,1,2,3,6
beehaw.org,0,0,0,0,0,1,13,14,0,0,0,0,14
firefish.city,0,0,0,0,0,16,16,32,0,0,0,0,32
mstdn.strafpla.net,0,0,0,0,0,19,4,23,0,0,0,0,23
mastodns.net,0,0,0,0,0,1,3,4,0,0,0,0,4
mastodon.fsu-snuipp.fr,0,1,0,1,0,3,5,8,0,1,0,1,9
satori.cafe,0,0,0,0,0,1,0,1,0,0,0,0,1
movsw.0x0.st,0,0,0,0,0,3,7,10,10,0,0,10,20
mastodon.accessinformationnews.com,0,0,0,0,0,0,0,0,0,2,0,2,2
toot.phseiff.com,0,0,0,0,0,0,73,73,0,0,0,0,73
www.librepunk.club,3,7,42,52,0,40,94,134,1,0,28,29,163
fedi.layer02.net,0,0,0,0,0,16,179,195,39,0,0,39,234
beautifullosers.org,0,0,0,0,0,20,6,26,0,0,0,0,26
salmonjerky.net,1,0,0,1,0,1,0,1,0,0,0,0,1
ice.ktem.eu.org,0,0,0,0,0,1,0,1,0,0,0,0,1
microblog.veen.world,0,0,0,0,0,0,0,0,0,2,0,2,2
k8s.social,0,0,0,0,0,9,13,22,0,1,6,7,29
mastodon.davinkevin.fr,0,0,0,0,0,0,4,4,0,0,0,0,4
utopie.social,0,0,0,0,0,6,2,8,0,0,0,0,8
tatooine.club,0,0,0,0,0,2,1,3,0,0,2,2,5
compassion.host,0,0,2,2,0,0,0,0,0,0,0,0,0
fedi.simonwillison.net,2,0,0,2,0,0,6,6,0,3,11,14,20
data-folks.masto.host,0,0,0,0,0,3,12,15,0,0,0,0,15
akkoma-test.hiwaga.tech,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.decentralised.chat,0,0,0,0,0,0,1,1,0,0,0,0,1
transfem.social,0,0,0,0,0,477,536,1013,28,0,0,28,1041
social.naked.cash,0,0,0,0,0,3,19,22,0,0,0,0,22
social.menzel.lol,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.indiegames.online,0,0,0,0,0,1,0,1,0,0,0,0,1
exile.social,0,0,0,0,0,99,472,571,0,0,0,0,571
akko.cuddlegirls.cafe,0,0,0,0,0,1,4,5,0,0,0,0,5
yfwu.org,0,0,0,0,0,3,16,19,0,0,0,0,19
social.marud.fr,0,0,0,0,0,43,36,79,0,0,0,0,79
mastodon.r-flash.eu,0,0,0,0,0,0,2,2,0,2,8,10,12
pixelfed.tokyo,0,0,0,0,0,1,28,29,0,0,0,0,29
pl.loveforlandlords.com,0,0,0,0,0,0,1,1,0,0,0,0,1
social.fcourtois.net,0,0,2,2,0,0,0,0,0,0,0,0,0
pixelfed.lovetux.net,0,0,0,0,0,0,3,3,0,0,0,0,3
social.wub.site,0,0,0,0,0,3,17,20,0,0,0,0,20
breastmilk.club,0,0,0,0,0,19,63,82,11,0,0,11,93
hal9.ooo,0,0,0,0,0,4,11,15,0,0,0,0,15
goto.srsbsns.lol,0,0,0,0,0,4,7,11,0,0,0,0,11
curmudgeon.cafe,0,0,2,2,0,27,175,202,2,0,14,16,218
toot.paris,0,0,0,0,0,4,25,29,0,0,1,1,30
troet.fediverse.at,0,0,0,0,0,2,7,9,0,0,0,0,9
med-mastodon.com,8,15,10,33,0,575,912,1487,10,1063,1130,2203,3690
publicidentity.net,0,0,0,0,0,3,1,4,0,0,0,0,4
riin.fr,0,0,0,0,0,2,3,5,0,0,0,0,5
activity.kammeyer.me,0,0,0,0,0,1,0,1,0,0,0,0,1
www.regensburg-repariert.de,0,0,0,0,0,0,0,0,1,0,0,1,1
mastodon.skorpil.cz,0,0,0,0,0,3,16,19,0,0,0,0,19
mastodon.spowage.info,0,0,0,0,0,0,2,2,0,0,0,0,2
mao.mastodonhub.com,0,0,0,0,0,1,23,24,0,0,0,0,24
mastodon.tjs.is,0,0,0,0,0,0,0,0,0,2,1,3,3
mastodon.fightforthefuture.org,1,0,0,1,0,3,6,9,0,18,21,39,48
istoleyour.pw,0,0,0,0,0,5,5,10,0,0,0,0,10
unio.diversispiritus.net.br,0,0,0,0,0,0,2,2,0,0,0,0,2
arc-en-ciel.hostdon.ne.jp,3,0,0,3,0,38,1,39,0,12,57,69,108
melonsoda.site,0,0,0,0,0,0,0,0,0,0,3,3,3
toki.social,0,0,0,0,0,5,17,22,0,0,1,1,23
neuroqueer.net,0,0,0,0,0,5,8,13,0,0,0,0,13
welcometo.squelfland.com,0,0,0,0,0,0,0,0,0,13,21,34,34
attractive.space,0,0,0,0,0,43,7,50,0,3,4,7,57
xz.vc,0,0,0,0,0,0,2,2,0,2,7,9,11
cuties.zone,0,0,0,0,0,10,71,81,0,0,0,0,81
bird.makeup,0,0,0,0,0,0,0,0,8,0,0,8,8
scalie.business,0,0,0,0,0,0,22,22,0,0,0,0,22
dmv.community,5,4,29,38,0,546,950,1496,0,38,199,237,1733
social.touhey.org,0,0,0,0,0,4,2,6,0,2,0,2,8
hub.netzgemeinde.eu,0,0,0,0,0,50,429,479,0,0,0,0,479
fuzzytacular.net,0,0,0,0,0,0,3,3,0,0,3,3,6
mk.invasionx.cc,0,0,0,0,0,1,1,2,0,0,0,0,2
msky.snfsx.xyz,0,0,0,0,0,2,0,2,1,0,0,1,3
masto.kix2902.dev,0,0,0,0,0,40,63,103,0,0,0,0,103
mstdn.fr,10,0,6,16,0,193,206,399,0,50,51,101,500
akkoma.thesandbox.net,0,0,0,0,0,24,45,69,0,0,0,0,69
ak.uwu.is,0,0,0,0,1,2,4,7,0,0,9,9,16
agilodon.social,0,0,0,0,0,10,9,19,0,0,0,0,19
neos.social,0,0,0,0,0,2,14,16,0,0,1,1,17
wisskomm.social,2,4,5,11,0,9,24,33,0,13,52,65,98
burningboard.net,0,0,0,0,0,16,39,55,0,2,1,3,58
soc.ua-fediland.de,0,0,0,0,0,14,27,41,0,0,1,1,42
hax.social,0,0,0,0,0,2,1,3,0,0,0,0,3
octodon.social,0,0,0,0,0,803,1069,1872,13,0,0,13,1885
mastodon.xe1val.my.id,0,0,0,0,0,1,0,1,0,0,2,2,3
nsinteger.com,0,0,0,0,0,0,5,5,0,0,1,1,6
guild.pmdcollab.org,1,0,0,1,0,7,25,32,0,1,1,2,34
tastingtraffic.net,0,0,0,0,0,1,0,1,0,0,0,0,1
self.social,0,0,0,0,0,8,17,25,0,0,0,0,25
yuustan.space,0,0,0,0,0,10,1,11,0,0,0,0,11
fedi.solibre.de,0,0,0,0,0,16,17,33,0,0,0,0,33
b.koa.im,0,0,0,0,0,0,1,1,0,0,0,0,1
sendtoot.co,0,0,0,0,0,0,1,1,0,0,0,0,1
korikata.hostdon.ne.jp,0,0,0,0,0,3,5,8,0,0,0,0,8
esper.lol,0,0,1,1,0,1,4,5,0,5,6,11,16
tardis.pw,0,0,0,0,0,23,38,61,0,0,0,0,61
mastodonczech.cz,17,56,205,278,0,313,929,1242,6,76,262,344,1586
uma-aji.com,0,0,0,0,0,0,3,3,0,0,0,0,3
tearoom.tearmoon.com,0,0,0,0,0,1,1,2,0,0,0,0,2
aleph.land,1,0,0,1,0,136,395,531,0,0,9,9,540
tootsmygoots.com,0,0,1,1,0,1,9,10,0,0,1,1,11
the.kenphused.cafe,0,0,0,0,0,1,0,1,0,0,0,0,1
oldbytes.space,8,8,48,64,0,508,1523,2031,1,130,392,523,2554
pixelfed.sdf.org,0,0,0,0,0,4,52,56,0,0,0,0,56
cornershop.network,0,0,0,0,0,0,1,1,0,0,0,0,1
masto.alancfrancis.com,0,0,0,0,0,13,3,16,0,1,0,1,17
giesing.space,0,0,0,0,0,57,0,57,0,0,0,0,57
boopsnoot.de,0,0,0,0,0,2,49,51,0,0,0,0,51
social.asjk.xyz,0,0,0,0,0,0,30,30,0,0,0,0,30
xcloud.zone,0,0,0,0,0,0,6,6,0,0,0,0,6
sk.unix.dog,0,0,0,0,0,19,56,75,3,0,0,3,78
social.silicon.moe,4,1,1,6,0,27,32,59,0,29,30,59,118
amala.schwartzwelt.xyz,4,1,8,13,12,3,17,32,2,5,26,33,65
tech.intersects.art,0,0,0,0,0,1,0,1,0,0,0,0,1
infosec.pub,0,0,0,0,0,0,1,1,0,0,0,0,1
social.neocloradas.com,0,0,0,0,0,0,0,0,0,0,3,3,3
social.musgrovegreen.co.uk,0,0,0,0,0,1,1,2,0,0,1,1,3
gts.xmgz.eu,0,0,0,0,0,5,23,28,0,0,0,0,28
fedi.5013.es,1,0,0,1,0,1,0,1,0,0,1,1,2
chunchun.world,0,0,0,0,0,0,3,3,0,0,0,0,3
waldvogel.family,0,0,0,0,0,16,23,39,0,0,0,0,39
social.tr0llhoehle.de,0,0,0,0,0,3,5,8,0,0,2,2,10
social.skynetcloud.site,0,0,0,0,0,1,0,1,0,0,1,1,2
social.antonywalton.com,0,0,0,0,0,0,1,1,0,0,0,0,1
μ.computer,0,0,0,0,0,0,0,0,0,1,11,12,12
social.3delights.store,2,1,0,3,0,0,0,0,0,1,0,1,1
honk.vedetta.com,0,0,0,0,0,3,0,3,0,0,0,0,3
feed.yopp.me,0,0,0,0,0,3,0,3,0,0,0,0,3
cybersecurity.theater,0,0,0,0,0,1,17,18,0,3,5,8,26
weekly.org,0,0,0,0,0,0,4,4,0,2,2,4,8
dumbfuckingweb.site,0,0,0,0,0,20,44,64,1,0,0,1,65
botsin.space,23,1,0,24,0,48,31,79,3,1165,2487,3655,3734
aut.social,0,0,0,0,0,2,2,4,0,0,0,0,4
ftl.chat,0,0,0,0,0,0,1,1,0,1,7,8,9
social.cloudonaut.io,0,0,0,0,0,0,1,1,0,4,6,10,11
social.gibberish.systems,0,0,0,0,0,6,8,14,0,0,0,0,14
animalliberation.social,0,0,1,1,0,0,0,0,0,0,0,0,0
social.ipfire.org,0,0,0,0,0,0,0,0,0,2,2,4,4
toot.finfur.net,0,0,1,1,0,1,4,5,0,15,60,75,80
mastodon.stickbear.me,34,2,0,36,125,75,2,202,31,3,37,71,273
mastodon.uniteddiversity.coop,0,0,0,0,0,10,13,23,0,4,5,9,32
social.itsze.ro,0,0,0,0,0,0,0,0,0,0,3,3,3
masto.colonelkrud.com,0,0,0,0,0,1,1,2,0,0,0,0,2
oekakiskey.com,0,0,0,0,0,4,28,32,0,0,0,0,32
wake.0am.jp,0,0,0,0,0,0,3,3,0,0,0,0,3
mastodon.circle.lt,0,0,0,0,0,0,67,67,0,0,0,0,67
wp-social.net,1,0,1,2,0,11,20,31,0,1,0,1,32
masto.dopiaza.org,0,0,0,0,0,1,0,1,0,0,0,0,1
fedi.miawgogo.me,0,0,0,0,0,4,20,24,0,0,0,0,24
troot.social,0,0,0,0,0,2,11,13,0,0,0,0,13
mstdn.moe,0,0,0,0,0,3,30,33,0,0,3,3,36
mastodon.exitmusic.world,0,0,0,0,0,4,14,18,0,0,0,0,18
objc.social,0,0,0,0,0,2,3,5,0,0,0,0,5
linuxhotel.social,0,0,0,0,0,1,1,2,0,0,0,0,2
dybbuk.club,0,0,0,0,0,9,97,106,0,0,0,0,106
birdon.social,0,0,0,0,0,6,18,24,0,0,0,0,24
mastsocial.de,0,0,0,0,0,0,8,8,0,0,0,0,8
social.butnot.today,0,0,0,0,0,4,7,11,1,0,15,16,27
my0.net,0,0,0,0,0,1,1,2,0,1,1,2,4
subversive.zone,0,0,0,0,0,615,356,971,0,0,0,0,971
cybermage.sh,0,0,0,0,0,0,1,1,0,0,0,0,1
netzsphaere.xyz,132,46,224,402,193,104,342,639,67,66,361,494,1133
iceshrimp.tenkuu.social,0,0,0,0,0,1,1,2,0,0,0,0,2
mstdn.rcode.fi,0,0,0,0,0,0,0,0,0,0,2,2,2
lasersword.club,1,0,0,1,0,16,78,94,0,0,12,12,106
terra.incognita.net,0,0,0,0,0,3,2,5,0,1,16,17,22
end0.ru,0,0,0,0,0,1,1,2,0,1,3,4,6
pandapla.net,8,0,0,8,0,15,51,66,0,0,8,8,74
notpickard.com,0,0,0,0,0,0,30,30,0,0,1,1,31
tiggi.es,9,1,12,22,0,184,541,725,1,2,17,20,745
ecoevo.social,4,5,5,14,0,625,988,1613,1,105,211,317,1930
masto.sadrarin.com,0,0,0,0,0,0,15,15,0,0,0,0,15
social.quodverum.com,0,0,0,0,0,664,1268,1932,1,0,0,1,1933
akkoma.jexams.me,1,0,0,1,0,2,1,3,0,0,1,1,4
mastodon.cesko.digital,0,0,0,0,0,2,2,4,0,11,3,14,18
buttersc.one,0,0,0,0,0,349,819,1168,0,0,0,0,1168
mastodon.mailstation.de,0,0,0,0,0,0,0,0,0,5,1,6,6
social.lightlyseared.online,0,0,0,0,0,4,0,4,0,0,0,0,4
social.boxchop.city,0,0,0,0,0,2,2,4,0,0,0,0,4
toot.eskuel.net,0,0,0,0,0,0,0,0,0,2,1,3,3
mach-o.com,0,0,0,0,0,0,1,1,0,0,0,0,1
digitalstuntfactory.com,1,0,0,1,0,0,5,5,0,0,2,2,7
lopp.social,0,0,0,0,0,0,1,1,0,0,1,1,2
poa.st,0,0,0,0,0,397,1460,1857,753,0,0,753,2610
ebiverse.social,0,0,0,0,0,7,3,10,18,0,0,18,28
fiberart.club,0,0,0,0,0,16,74,90,0,0,0,0,90
social.amichan.de,0,0,0,0,0,0,0,0,0,0,1,1,1
que.pasa.co,1,1,1,3,0,3,29,32,0,0,0,0,32
kropotk.in,0,0,0,0,0,0,1,1,0,0,0,0,1
fedi.catnip.ee,0,0,0,0,0,5,2,7,0,0,0,0,7
unteraffen.de,0,0,0,0,0,0,0,0,0,0,2,2,2
dungeon.utsukta.org,0,0,0,0,0,2,0,2,0,0,0,0,2
awesome.garden,0,0,0,0,0,21,51,72,0,0,0,0,72
unaone.social,0,0,0,0,0,1,0,1,0,0,0,0,1
sv1.in-deep.blue,0,0,0,0,0,0,0,0,0,0,1,1,1
fedi.jametek.com,0,0,0,0,1,0,0,1,0,0,5,5,6
mstdn.fun.systems,0,0,0,0,0,1,0,1,0,0,0,0,1
social.rhamzeh.com,0,0,0,0,0,0,5,5,0,0,0,0,5
dair-community.social,1,1,1,3,0,96,151,247,1,152,123,276,523
caekis.love,0,0,0,0,0,1,3,4,4,0,0,4,8
md.startide.jp,0,0,0,0,0,2,1,3,0,0,0,0,3
mas.erb.pw,0,0,0,0,0,26,24,50,0,0,0,0,50
fedi.isekai.rocks,1,0,0,1,0,0,0,0,0,0,0,0,0
m-i.im,0,0,0,0,0,18,42,60,0,0,0,0,60
pari.cafe,0,0,0,0,0,127,315,442,0,0,0,0,442
bergamot.social,0,0,0,0,0,3,2,5,0,2,1,3,8
social.massalabs.com,0,0,0,0,0,2,5,7,0,0,0,0,7
mastodon.acerbo.me,0,0,0,0,0,0,4,4,0,0,0,0,4
animal.business,0,0,0,0,0,13,40,53,0,0,0,0,53
m.yyilmaz.com.tr,0,0,0,0,0,3,5,8,0,0,1,1,9
fedisabled.social,0,1,0,1,0,473,202,675,0,2,22,24,699
digforfire.org,0,0,0,0,0,2,23,25,0,0,0,0,25
mstdn.soine.site,1,0,0,1,0,0,0,0,0,0,1,1,1
k.matthias.org,0,0,0,0,0,1,0,1,0,0,0,0,1
social.0ko.me,0,0,0,0,0,0,1,1,0,0,0,0,1
dev.upub.social,0,0,0,0,0,0,9,9,0,0,0,0,9
social.funkyfish.cool,0,0,0,0,0,0,1,1,0,0,0,0,1
awoo.space,0,0,0,0,0,3,12,15,0,0,0,0,15
pl.katsuiro.com,1,0,0,1,0,0,0,0,0,0,0,0,0
mastodon.raddemo.host,0,0,0,0,0,5,4,9,0,0,0,0,9
social.bdash.net.nz,0,0,0,0,0,0,2,2,0,3,2,5,7
route66.social,0,0,0,0,0,0,0,0,0,0,1,1,1
masto.colonelinux.org,0,0,0,0,0,56,0,56,0,1,0,1,57
mastodon.vierkantor.com,1,0,0,1,0,17,30,47,0,4,20,24,71
puppyspace.cc,0,0,0,0,0,26,155,181,0,0,0,0,181
sironi.homeip.net,0,0,0,0,0,4,29,33,0,0,0,0,33
eliyap.social,0,0,0,0,0,0,18,18,0,0,5,5,23
social.data.coop,2,2,3,7,0,59,208,267,0,0,6,6,273
social.hatsusixty.in,0,0,0,0,4,11,12,27,0,0,3,3,30
chaos.social,799,2590,10105,13494,0,10417,25370,35787,29,14230,34685,48944,84731
friend.enby-box.de,0,0,0,0,2,15,22,39,0,0,2,2,41
abide.social,0,0,0,0,0,8,13,21,0,0,0,0,21
p.in-c.xyz,0,0,0,0,0,9,9,18,0,0,0,0,18
mastodon.peregrinecross.com,0,0,0,0,0,0,1,1,0,0,0,0,1
saturation.social,1,0,0,1,0,22,85,107,3,1,29,33,140
misskey.noellabo.jp,0,0,0,0,0,9,15,24,0,0,0,0,24
astolfo.social,0,0,0,0,0,2,3,5,0,0,0,0,5
social.hailstorm.gay,0,0,0,0,0,2,2,4,0,0,0,0,4
karkador.com,0,0,0,0,0,0,0,0,0,0,3,3,3
social.opensource.org,0,0,0,0,0,0,0,0,0,4,3,7,7
sharkey.stellar.gay,0,0,0,0,0,39,76,115,3,0,0,3,118
mastodon.wivodaim.net,0,0,0,0,0,2,4,6,0,0,0,0,6
mastodon.farktronix.com,0,0,0,0,0,1,15,16,0,1,1,2,18
mastodon.makotoworkshop.org,0,0,0,0,0,18,0,18,0,0,0,0,18
niwego.com,0,0,0,0,0,1,0,1,0,0,0,0,1
social.crabs.life,0,0,0,0,0,2,0,2,0,0,2,2,4
social.devopsdays.org,0,0,0,0,0,0,0,0,0,0,1,1,1
